Brand,Year,Model,Title,UsedOrNew,Transmission,DriveType,FuelType,FuelConsumption,Kilometres,ColourExtInt,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Ford,2007,Territory,2007 Ford Territory SR (4X4),USED,Automatic,AWD,Unleaded,12.2,173839,White,"Penrith, NSW",6,SUV,4,5,8950
Suzuki,2017,Swift,2017 Suzuki Swift Sport,USED,Automatic,Front,Premium,-,55794,Yellow / Black,"Blacktown, NSW",-,Hatchback,,,26280
Nissan,2016,Navara,2016 Nissan Navara SL (4X4),USED,Automatic,4WD,Diesel,7,258936,White / Black,"Blacktown, NSW",4,Ute / Tray,4,5,21290
Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,Other,Unleaded,-,106208,Blue / Beige,"Ingleburn, NSW",-,Commercial,,,22900
Daihatsu,2019,Hijet,2019 Daihatsu Hijet,USED,-,Other,-,-,19730,Green / Grey,"West Ryde, NSW",-,,,,33888
Toyota,2013,RAV4,2013 Toyota RAV4 Cruiser (4X4),USED,Automatic,AWD,Diesel,6.5,292134,Grey / Blackeather,"Bankstown, NSW",4,SUV,4,5,14995
Toyota,2008,Hilux,2008 Toyota Hilux SR5 (4X4),USED,Automatic,4WD,Diesel,9.5,251000,White / Grey,"Blacktown, NSW",4,Ute / Tray,4,5,21290
Mazda,2014,3,2014 Mazda 3 Maxx,USED,Automatic,Front,Unleaded,5.8,130242,Brown / Black,"Liverpool, NSW",4,Hatchback,5,5,16388
Hyundai,2021,Venue,2021 Hyundai Venue Elite ((sunroof),USED,Automatic,Front,Unleaded,7.2,35024,White / Grey,"Castle Hill, NSW",4,SUV,4,5,26990
BMW,2015,X1,2015 BMW X1 Xdrive 20D,USED,Automatic,AWD,Diesel,5.1,44145,White,"Campbelltown, NSW",4,SUV,4,5,32000
BMW,2021,330I,2021 BMW 330I M Sport,USED,Automatic,Rear,Premium,6.4,29567,Black,"Sylvania, NSW",4,Sedan,4,5,67988
Mazda,2007,6,2007 Mazda 6 Classic Sports,USED,Automatic,Front,Premium,8.9,223898,Black,"Punchbowl, NSW",4,Hatchback,5,5,7600
Hyundai,2013,Veloster,2013 Hyundai Veloster +,USED,Automatic,Front,Unleaded,6.4,155244,White,"Minchinbury, NSW",4,Hatchback,3,4,17990
Toyota,2017,Camry,2017 Toyota Camry Altise,USED,Automatic,Front,Unleaded,7.9,149988,Grey,"Pendle Hill, NSW",4,Sedan,4,5,19950
Mitsubishi,2011,Lancer,2011 Mitsubishiancer ES Sportback,USED,Automatic,Front,Unleaded,7.3,205373,Red,"Minchinbury, NSW",4,Hatchback,5,5,9990
BMW,2020,M4,2020 BMW M4 Competition,USED,Automatic,Rear,Premium,8.8,2858,White / Black,"Sylvania, NSW",6,Coupe,2,4,129988
Suzuki,2011,Swift,2011 Suzuki Swift GL,USED,Automatic,Front,Unleaded,6.2,201011,Grey / Black,"Penrith, NSW",4,Hatchback,5,5,7999
Ford,2008,Transit,2008 Ford Transit,USED,Manual,Rear,Diesel,9.5,305593,White,"Minchinbury, NSW",4,Commercial,2,3,9995
Toyota,2009,Estima,2009 Toyota Estima X (hybrid),USED,Automatic,Other,Unleaded,-,165589,Black / Beige,"Ingleburn, NSW",-,Commercial,,,19900
Peugeot,2017,308,2017 Peugeot 308 Active,USED,Automatic,Front,Premium,5.1,57217,Silver / Black,"Homebush, NSW",3,Hatchback,5,5,16990
Holden,2017,Trax,2017 Holden TraxT,USED,Automatic,Front,Unleaded,6.9,83147,Blue,"Blacktown, NSW",4,SUV,4,5,17888
Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Automatic,4WD,Diesel,9.3,204000,White,"Eastern Creek, NSW",4,Ute / Tray,4,5,18995
Subaru,2013,Forester,2013 Subaru Forester 2.0I,USED,Manual,AWD,Unleaded,7.2,122077,Red,"Sylvania, NSW",4,SUV,4,5,16857
Mazda,2015,CX-3,2015 Mazda CX-3 S Touring (fwd),USED,Automatic,Front,Unleaded,6.1,60581,Blue / Black,"Castle Hill, NSW",4,SUV,4,5,22990
Nissan,2010,Navara,2010 Nissan Navara RX (4X4),USED,Manual,4WD,Diesel,9.8,259488,White,"Campbelltown, NSW",4,Ute / Tray,2,2,13950
Holden,2017,Captiva,2017 Holden Captiva Active 7 Seater,USED,Automatic,Front,Unleaded,9,186954,Grey,"Haberfield, NSW",4,SUV,4,7,12990
Kia,2017,Cerato,2017 Kia Cerato S Premium,USED,Automatic,Front,Unleaded,7.1,21350,Red,"Blacktown, NSW",4,Hatchback,5,5,22990
Audi,2016,RS3,2016 Audi RS3 Sportback Quattro,USED,Automatic,AWD,Premium,8.1,47926,White / Black,"Castle Hill, NSW",5,Hatchback,5,5,59990
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GL,USED,Manual,Rear,Diesel,8,88861,White,"Mcgraths Hill, NSW",4,Ute / Tray,2,2,21880
Jeep,2007,Grand,2007 Jeep Grand Cherokeearedo (4X4),USED,Automatic,4WD,Diesel,16,199000,-,"Strathfield, NSW",6,SUV,4,5,10990
Mercedes-Benz,2018,C200,2018 Mercedes-Benz C200,USED,Automatic,Rear,Hybrid,6.5,72540,Blue / Black,"Blacktown, NSW",4,Sedan,4,4,39990
Toyota,2020,Corolla,2020 Toyota Corolla ZR Hybrid,USED,Automatic,Front,Hybrid,4.2,87043,Blue,"Wollongong, NSW",4,Hatchback,5,5,39990
Ford,2012,Ranger,2012 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,9.4,254121,White / Grey,"Cabramatta, NSW",5,Ute / Tray,4,5,21990
Honda,2008,Civic,2008 Honda Civic Type R,USED,Manual,Front,Premium,9.3,165450,Silver,"Minchinbury, NSW",4,Hatchback,3,4,18990
Honda,2022,CR-V,2022 Honda CR-V VTI X (2WD) 5,USED,Automatic,Front,Unleaded,7.3,15087,White,"Banksia, NSW",4,SUV,4,5,39990
Nissan,2013,Navara,2013 Nissan Navara ST (4X4),USED,Automatic,4WD,Diesel,10.5,159056,White,"Campbelltown, NSW",4,Ute / Tray,4,5,21990
Hyundai,2017,Tucson,2017 Hyundai Tucson Highlander (awd),USED,Automatic,AWD,Diesel,6.8,97295,White,"Wollongong, NSW",4,SUV,4,5,31990
Mazda,2015,CX-5,2015 Mazda CX-5 Akera (4X4),USED,Automatic,AWD,Unleaded,7.4,83095,Red,"Campbelltown, NSW",4,SUV,4,5,26990
Toyota,2015,HiAce,2015 Toyota HiAce GL,USED,Automatic,Rear,Unleaded,-,167379,White / Black,"Ingleburn, NSW",-,Commercial,,,32900
Isuzu,2017,D-MAX,2017 Isuzu D-MAXS-M HI-Ride (4X4),USED,Automatic,4WD,Diesel,7.7,192988,White,"Five Dock, NSW",4,Ute / Tray,4,5,28999
Mercedes-Benz,2014,A200,2014 Mercedes-Benz A200 CDI BE,USED,Automatic,Front,Diesel,4.6,105663,Blue,"Campbelltown, NSW",4,Hatchback,5,5,22500
Toyota,2007,HiAce,2007 Toyota HiAceWB,USED,Manual,Rear,Unleaded,11.6,222603,White / Grey,"Croydon, NSW",4,Commercial,4,3,17990
Ford,2020,Puma,2020 Ford Puma,USED,Automatic,Front,Premium,5.3,22300,Blue,"Smithfield, NSW",3,SUV,5,5,27800
Mazda,2022,2,2022 Mazda 2 G15 Evolve,USED,Automatic,Front,Unleaded,5.2,11824,Grey,"Wollongong, NSW",4,Hatchback,5,5,29990
Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,7.7,250318,Silver,"Minchinbury, NSW",4,Hatchback,5,5,10990
Jeep,2016,Grand,2016 Jeep Grand Cherokeearedo (4X4),USED,Automatic,4WD,Premium,10.4,39967,White / Black,"Castle Hill, NSW",6,SUV,4,5,34800
Hyundai,2020,Tucson,2020 Hyundai Tucson Active (2WD),USED,Automatic,Front,Unleaded,7.9,38341,Blue / Grey,"Granville, NSW",4,SUV,4,5,28984
Toyota,2020,Camry,2020 Toyota Camry Ascent Sport,USED,Automatic,Front,Unleaded,8.3,7528,Silver / Black,"Castle Hill, NSW",4,Sedan,4,5,32990
Honda,2018,City,2018 Honda City VTI,USED,Automatic,Front,Unleaded,5.8,94385,Silver / Black,"Homebush, NSW",4,Sedan,4,5,19999
Toyota,2018,C-HR,2018 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,5.6,110047,Red,"Wollongong, NSW",4,SUV,4,5,29990
Kia,2012,Sorento,2012 Kia Sorento Platinum (4X4),USED,Automatic,AWD,Diesel,7.4,164189,Silver / Black,"Cabramatta, NSW",4,SUV,4,7,16990
Holden,2013,Cruze,2013 Holden Cruze CD Equipe,USED,Automatic,Front,Unleaded,7.4,106722,White,"Smithfield, NSW",4,Hatchback,5,5,10800
Isuzu,2018,MU-X,2018 Isuzu MU-XS-U (4X2),USED,Automatic,Front,Diesel,8.1,72650,White / Grey,"Blacktown, NSW",4,SUV,4,7,39880
Kia,2015,Cerato,2015 Kia Cerato S,USED,Automatic,Front,Unleaded,7.1,123624,Silver,"Camden, NSW",4,Sedan,4,5,14995
Lexus,2014,IS350,2014exus IS350 F Sport,USED,Automatic,Rear,Premium,9.7,155620,Silver / Black,"Castle Hill, NSW",6,Sedan,4,5,27990
Mazda,2018,2,2018 Mazda 2 Maxx,USED,Automatic,Front,Unleaded,4.9,53426,White / Black Cloth,"Wollongong, NSW",4,Hatchback,5,5,22990
Toyota,2009,Corolla,2009 Toyota Corollaevin ZR,USED,Automatic,Front,Unleaded,7.7,114727,Silver,"Minchinbury, NSW",4,Hatchback,5,5,14995
Toyota,2016,Kluger,2016 Toyota Kluger GXL (4X4),USED,Automatic,AWD,Unleaded,10.6,98983,Grey / Black,"Blacktown, NSW",6,SUV,4,7,39280
Volkswagen,2007,Golf,2007 Volkswagen Golf GTI,USED,Automatic,Front,Premium,8.1,160523,Silver / Grey,"Leichhardt, NSW",4,Hatchback,3,5,10990
Holden,2015,Commodore,2015 Holden Commodore SS-V Redline,USED,Automatic,Rear,Premium,11.8,96000,White / Blackeather,"Castle Hill, NSW",8,Sedan,4,5,47990
Nissan,2016,X-Trail,2016 Nissan X-Trail ST (fwd),USED,Automatic,Front,Unleaded,7.9,39397,Red,"Penrith, NSW",4,SUV,4,5,23950
Hyundai,2020,I30,2020 Hyundai I30,USED,Automatic,Front,Unleaded,7.4,54368,White,"Campbelltown, NSW",4,Hatchback,4,5,26990
Holden,2014,Cruze,2014 Holden Cruze Equipe,USED,Automatic,Front,Unleaded,7.4,220683,Silver,"Adamstown, NSW",4,Hatchback,5,5,7990
Mini,2016,Cooper,2016 Mini Cooper Cooper S,USED,Manual,Other,-,-,79008,Black /eather,"Blacktown, NSW",-,Hatchback,,,28999
Toyota,2013,Camry,2013 Toyota Camry Atara S,USED,Automatic,Front,Unleaded,7.8,89140,Grey / Black,"Five Dock, NSW",4,Sedan,4,5,17900
Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.6,149974,Red / Black,"Lidcombe, NSW",4,Hatchback,5,5,16990
Hyundai,2019,I30,2019 Hyundai I30 Active,USED,Automatic,Front,Unleaded,7.4,44879,White,"Blacktown, NSW",4,Hatchback,4,5,26990
Mazda,2016,BT-50,2016 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,9.2,110909,White,"Cardiff, NSW",5,Ute / Tray,4,5,34913
Toyota,2013,Corolla,2013 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,6.6,109519,White / Black,"Castle Hill, NSW",4,Hatchback,5,5,19990
Kia,2020,Stinger,2020 Kia Stinger GT (blackeather),USED,Automatic,Rear,Unleaded,10.2,19372,Grey / Red,"Carlton, NSW",6,Sedan,4,5,55888
Toyota,2015,RAV4,2015 Toyota RAV4 GXL (4X4),USED,Automatic,AWD,Unleaded,8.5,155198,Silver,"Granville, NSW",4,SUV,4,5,24950
Honda,2012,Jazz,2012 Honda Jazz Vibe,USED,Automatic,Front,Unleaded,6.6,111323,Green,"Kirrawee, NSW",4,Hatchback,5,5,12800
BMW,2017,430I,2017 BMW 430I Gran Coupe M Sport,USED,Automatic,Rear,Premium,5.8,79882,Grey / Beige,"Blacktown, NSW",4,Hatchback,5,5,41280
Volkswagen,2008,Golf,2008 Volkswagen Golf GTI,USED,Manual,Front,Premium,8.1,155839,Silver,"Minchinbury, NSW",4,Hatchback,5,5,13990
Subaru,2018,Outback,2018 Subaru Outback 2.5I Premium,USED,Automatic,AWD,Unleaded,7.3,66805,Grey,"Blacktown, NSW",4,SUV,4,5,33898
Ford,2011,Territory,2011 Ford Territory TX (rwd),USED,Automatic,Rear,Diesel,8.2,227646,Silver,"Cardiff, NSW",6,SUV,4,5,8913
Kia,2013,RIO,2013 Kia RIO S,USED,Automatic,Front,Unleaded,6.3,88465,Silver,"Pennant Hills, NSW",4,Hatchback,5,5,14888
Holden,2013,Commodore,2013 Holden Commodore SV6 Z-Series,USED,Automatic,Rear,Unleaded,9.5,237426,Blue,"Minchinbury, NSW",6,Sedan,4,5,15995
Toyota,1999,Landcruiser,1999 Toyotaandcruiser (4X4),USED,Manual,4WD,Diesel,0,41750,Red / Grey,"Lidcombe, NSW",6,Ute / Tray,2,3,48999
Toyota,2013,Hilux,2013 Toyota Hilux SR,USED,Manual,Rear,Diesel,8.1,345194,White / Grey,"Blacktown, NSW",4,Ute / Tray,4,5,12990
Toyota,2017,Corolla,2017 Toyota Corolla ZR,USED,Automatic,Front,Unleaded,6.1,130970,Red / Black,"East Maitland, NSW",4,Hatchback,5,5,23990
Honda,2016,Civic,2016 Honda Civic VTI-L,USED,Automatic,Front,Unleaded,6,35612,Silver / Black,"Liverpool, NSW",4,Sedan,4,5,24888
Audi,2013,A3,2013 Audi A3 Sportback 1.8 Tfsi Ambition,USED,Automatic,Front,Premium,6.7,148265,Brown / Grey,"Leichhardt, NSW",4,Hatchback,5,5,13999
Hyundai,2018,I30,2018 Hyundai I30 Nine,USED,Automatic,Front,Unleaded,7.1,83494,Black /eather,"Minto, NSW",4,Hatchback,4,5,27950
Mazda,2012,2,2012 Mazda 2 Genki,USED,Automatic,Front,Unleaded,6.8,85492,Silver,"Lidcombe, NSW",4,Hatchback,5,5,13990
Volkswagen,2013,Tiguan,2013 Volkswagen Tiguan 155 TSI (4X4),USED,Automatic,AWD,Premium,8.8,126408,Grey / Black,"Cardiff, NSW",4,SUV,4,5,19999
Renault,2017,Trafic,2017 Renault TraficWB,USED,Manual,Front,Diesel,6.2,173156,White,"Granville, NSW",4,Commercial,4,3,22950
Peugeot,2013,208,2013 Peugeot 208 GTI,USED,Manual,Front,Premium,5.9,78783,Grey / Black,"Granville, NSW",4,Hatchback,3,5,14990
Land,2020,Rover,2020and Rover Range Rover Evoque P200 S (147KW),USED,Automatic,AWD,Premium,8.1,26227,Black,"Rozelle, NSW",4,SUV,4,5,69800
Honda,2017,HR-V,2017 Honda HR-V VTI,USED,Automatic,Front,Unleaded,6.6,101821,Black,"Minchinbury, NSW",4,SUV,4,5,20995
Mitsubishi,2014,Triton,2014 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,8.1,221872,White,"Cardiff, NSW",4,Ute / Tray,4,5,14413
Nissan,2015,Pulsar,2015 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,6.7,90691,White,"Liverpool, NSW",4,Sedan,4,5,14776
Mazda,2018,6,2018 Mazda 6 Touring (5YR),USED,Automatic,Front,Unleaded,7,24305,Blue,"Arncliffe, NSW",4,Sedan,4,5,29990
Audi,2007,A4,2007 Audi A4 2.0 Tfsi,USED,Automatic,Front,Premium,8.3,168901,Silver / Black,"Petersham, NSW",4,Sedan,4,5,7950
Honda,2005,Accord,2005 Honda Accord VTI,USED,Automatic,Front,Unleaded,9.3,167562,Gold,"Lansvale, NSW",4,Sedan,4,5,7949
Audi,2016,SQ5,2016 Audi SQ5 3.0 TDI Quattro,USED,Automatic,AWD,Diesel,6.8,152995,Grey,"Five Dock, NSW",6,SUV,5,5,29999
Toyota,2007,Corolla,2007 Toyota Corolla Ascent,USED,Automatic,Front,Unleaded,7.4,236946,Silver / Cloth,"Kirrawee, NSW",4,Sedan,4,5,8880
Holden,2011,Commodore,2011 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,9.8,183580,Silver,"Adamstown, NSW",6,Wagon,4,5,12990
Mercedes-Benz,2005,CLK-Class,2005 Mercedes-Benz CLK-Class C209 Elegance Coupe 2dr Spts Auto 7sp 3.5iuxury,USED,Automatic,Other,Unleaded,-,180499,Black,"Rouse Hill, NSW",-,Coupe,,,9999
Nissan,2015,X-Trail,2015 Nissan X-Trail TL (fwd),USED,Automatic,Front,Diesel,5.3,124882,Red / Black,"Liverpool, NSW",4,SUV,4,5,19888
Mazda,2005,6,2005 Mazda 6 Classic,USED,Automatic,Front,Premium,8.9,247519,Gold,"Minto, NSW",4,Sedan,4,5,5950
Audi,2021,Q3,2021 Audi Q3 35 Tfsi,USED,Automatic,Front,Premium,7.2,9819,Blue / Black,"Jamisontown, NSW",4,SUV,4,5,51990
Lexus,2004,IS300,2004exus IS300 Sportsuxury,USED,Automatic,Rear,Unleaded,10.5,124230,Black,"Minto, NSW",6,Sedan,4,5,16000
Mitsubishi,2020,Triton,2020 Mitsubishi Triton GLX,USED,Automatic,Rear,Diesel,8.3,43839,White / Grey,"Gateshead, NSW",4,Ute / Tray,2,2,33990
Hyundai,2012,I30,2012 Hyundai I30 Active,USED,Automatic,Front,Unleaded,6.9,106286,Silver,"Minchinbury, NSW",4,Hatchback,5,5,16990
Mercedes-Benz,2011,C-CLASS,2011 Mercedes-Benz C-CLASS W204 Elegance Sedan 4dr Spts Auto 5sp 1.8Tuxury,USED,Automatic,Other,Unleaded,-,167420,Black,"Rouse Hill, NSW",-,,,,15999
Toyota,2018,Kluger,2018 Toyota Kluger GX (4X2),USED,Automatic,Front,Unleaded,9.1,128601,White,"Blacktown, NSW",6,SUV,4,7,36888
Subaru,2011,Outback,2011 Subaru Outback 3.6R Premium,USED,Automatic,AWD,Premium,10.3,91016,Black / Black,"Brookvale, NSW",6,SUV,4,5,16999
Jaguar,2014,XF,2014 Jaguar XF 2.2D Premiumuxury,USED,Automatic,Rear,Diesel,5.2,38821,Grey,"Rozelle, NSW",4,Sedan,4,5,29800
Nissan,2015,X-Trail,2015 Nissan X-Trail ST-L 7 Seat (fwd),USED,Automatic,Front,Unleaded,7.9,94239,White,"Minchinbury, NSW",4,SUV,4,7,22990
Ford,2013,Ranger,2013 Ford Ranger XLT 3.2 (4X4),USED,Manual,4WD,Diesel,9.4,167122,White,"Cardiff, NSW",5,Ute / Tray,4,5,23913
Honda,2004,Accord,2004 Honda Accord Eurouxury,USED,Automatic,Front,Premium,9.4,207966,Silver / Black,"Cabramatta, NSW",4,Sedan,4,5,8990
Ford,2017,Ranger,2017 Ford Ranger XL 3.2 (4X4),USED,Manual,4WD,Diesel,8.3,108767,-,"Mcgraths Hill, NSW",5,Ute / Tray,2,2,29999
Volkswagen,2015,Polo,2015 Volkswagen Polo 81 TSI Comfortline,USED,Automatic,Front,Premium,4.8,39578,White / Grey,"Leichhardt, NSW",4,Hatchback,5,5,16420
Mazda,2015,2,2015 Mazda 2 Genki,USED,Automatic,Front,Unleaded,4.9,105633,Red / Grey,"Brookvale, NSW",4,Hatchback,5,5,16990
Nissan,2002,Pulsar,2002 Nissan Pulsar ST,USED,Automatic,Front,Unleaded,8,169981,Blue / Black,"Minchinbury, NSW",4,Sedan,4,5,7880
Toyota,2017,HiAce,2017 Toyota HiAce,USED,Automatic,Other,-,-,91702,Black / Grey,"Lidcombe, NSW",-,,,,38999
Hyundai,2015,Veloster,2015 Hyundai Veloster,USED,Automatic,Front,Unleaded,6.4,138263,White / Black,"Minchinbury, NSW",4,Hatchback,3,4,21995
Toyota,2006,Corolla,2006 Toyota Corolla Ascent Seca,USED,Automatic,Front,Unleaded,7.4,238016,Silver / Black,"Kurri Kurri, NSW",4,Hatchback,5,5,5999
Mercedes-Benz,2013,B-Class,2013 Mercedes-Benz B-Class W246 Hatchback 5dr DCT 7sp 1.6T,USED,Automatic,Rear,Unleaded,-,44441,White,"Granville, NSW",-,Hatchback,,,18990
Audi,2014,Q3,2014 Audi Q3 2.0 TDI Quattro (130KW),USED,Automatic,AWD,Diesel,5.9,73021,White / Blackeather,"Minchinbury, NSW",4,SUV,4,5,27995
Holden,2010,Cruze,2010 Holden Cruze CDX,USED,Automatic,Front,Diesel,6.9,106831,Silver / Blackeather,"Bankstown, NSW",4,Sedan,4,5,8995
Hyundai,2012,I30,2012 Hyundai I30 Trophy,USED,Automatic,Front,Unleaded,7.6,209552,Red,"Minchinbury, NSW",4,Hatchback,5,5,7995
Mitsubishi,2021,Outlander,2021 Mitsubishi Outlander ES 5 Seat (awd),USED,Automatic,AWD,Unleaded,7.2,51311,Red,"Ryde, NSW",4,SUV,4,5,30888
Toyota,2022,Yaris,2022 Toyota Yaris ZR Hybrid,USED,Automatic,Front,Hybrid,3.3,17984,Brown / Black,"East Maitland, NSW",3,Hatchback,5,5,39990
Jeep,2014,Grand,2014 Jeep Grand Cherokeeimited (4X4),USED,Automatic,4WD,Diesel,7.5,137763,Black / Black,"Mount Druitt, NSW",6,SUV,4,5,24990
Honda,2022,CR-V,2022 Honda CR-V VTI X (2WD) 5,USED,Automatic,Front,Unleaded,7.3,21532,Grey,"Banksia, NSW",4,SUV,4,5,39990
Land,2015,Rover,2015and Rover Discovery 4 3.0 SDV6 HSE,USED,Automatic,4WD,Diesel,8.8,139968,Black / Black,"Castle Hill, NSW",6,SUV,4,7,54990
MG,2022,ZS,2022 MG ZS Excite,DEMO,Automatic,Front,Unleaded,7.1,15,Blue / Knight Black Syntheticeather,"Blacktown, NSW",4,SUV,4,5,23690
Mitsubishi,2015,Triton,2015 Mitsubishi Triton GLX (4X4),USED,Manual,4WD,Diesel,7.2,154276,Silver,"Adamstown, NSW",4,Ute / Tray,4,5,28990
Mercedes-Benz,2009,E500,2009 Mercedes-Benz E500 Avantgarde,USED,Automatic,Rear,Premium,11,98170,Black / Beige,"Rozelle, NSW",8,Sedan,4,5,34990
Toyota,2023,HiAce,2023 Toyota HiAce Commuter High Roof SuperWB GL,USED,Automatic,Rear,Diesel,-,90,White / Black,"Ingleburn, NSW",-,Commercial,,,79800
Kia,2013,RIO,2013 Kia RIO S,USED,Manual,Front,Unleaded,5.7,131990,Silver / Grey,"Smeaton Grange, NSW",4,Hatchback,5,5,11490
Toyota,2019,Corolla,2019 Toyota Corolla Ascent Sport,USED,Automatic,Front,Unleaded,6,173605,White,"Sylvania, NSW",4,Hatchback,5,5,18995
Toyota,2017,HiAce,2017 Toyota HiAceWB,USED,Automatic,Rear,Diesel,8.7,160331,White / Grey,"Lidcombe, NSW",4,Commercial,4,2,34995
Holden,2010,Commodore,2010 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,9.3,203500,White,"Minchinbury, NSW",6,Wagon,4,5,7995
Toyota,2018,Hilux,2018 Toyota Hilux SR (4X4),USED,Automatic,4WD,Diesel,8.5,37726,White,"Cardiff, NSW",4,Ute / Tray,4,5,49913
Mazda,2018,3,2018 Mazda 3 SP25,USED,Automatic,Front,Unleaded,6.1,50304,White / Black,"Jamisontown, NSW",4,Hatchback,5,5,23400
BMW,2018,M140I,2018 BMW M140I,USED,Automatic,Rear,Premium,7.1,59223,White / Black,"Castle Hill, NSW",6,Hatchback,5,5,44990
Hyundai,2013,Accent,2013 Hyundai Accent Active,USED,Automatic,Front,Unleaded,6.4,103629,Silver / Black,"Minchinbury, NSW",4,Sedan,4,5,12995
Holden,2013,Calais,2013 Holden Calais VF Sedan 4dr Spts Auto 6sp 3.6i,USED,Automatic,Rear,Unleaded,-,224899,Silver,"Minchinbury, NSW",-,,,,15800
Jeep,2015,Grand,2015 Jeep Grand Cherokeearedo (4X4),USED,Automatic,4WD,Diesel,7.5,92805,Red,"Cardiff, NSW",6,SUV,4,5,23913
Mercedes-Benz,2005,C200,2005 Mercedes-Benz C200 Kompressor Classic,USED,Automatic,Rear,Unleaded,9.5,98800,Black / Blackeather,"Brookvale, NSW",4,Sedan,4,5,9888
Holden,2009,Commodore,2009 Holden Commodore SV6,USED,Automatic,Rear,Unleaded,11,127994,Silver / Black,"Sylvania, NSW",6,Wagon,4,5,13990
Subaru,2015,Impreza,2015 Subaru Impreza 2.0I-S (awd),USED,Automatic,AWD,Unleaded,6.8,171352,Black / Black,"Homebush, NSW",4,Hatchback,5,5,15999
Mazda,2015,BT-50,2015 Mazda BT-50 XT (4X4),USED,Automatic,4WD,Diesel,9.2,31931,White,"Smithfield, NSW",5,Ute / Tray,4,5,38800
Suzuki,2011,Swift,2011 Suzuki Swift GL,USED,Automatic,Front,Unleaded,6.2,158817,Black,"Minchinbury, NSW",4,Hatchback,5,5,11800
Volkswagen,2016,Golf,2016 Volkswagen Golf 92 TSI,USED,Manual,Front,Premium,5.7,89757,Grey / Grey,"Croydon, NSW",4,Hatchback,5,5,16990
Mitsubishi,2017,Pajero,2017 Mitsubishi Pajero GLX,USED,Automatic,Other,-,-,151105,Blue / Grey,"Blacktown, NSW",-,Wagon,,,36999
Mercedes-Benz,2011,E250,2011 Mercedes-Benz E250 CGI Avantgarde,USED,Automatic,Rear,Premium,7.6,120209,Silver / Black,"Granville, NSW",4,Sedan,4,5,18990
Holden,2011,Commodore,2011 Holden Commodore Omega,USED,Automatic,Rear,Unleaded,8.9,174239,White,"Kirrawee, NSW",6,Wagon,4,5,13800
Toyota,2004,Camry,2004 Toyota Camry Sportivo,USED,Automatic,Front,Unleaded,9.5,95362,Gold,"Minchinbury, NSW",4,Sedan,4,5,12995
Toyota,2018,C-HR,2018 Toyota C-HR Koba (awd),USED,Automatic,AWD,Premium,5.6,67615,- / Black,"Richmond, NSW",4,SUV,4,5,32980
Peugeot,2017,308,2017 Peugeot 308 Active,USED,Automatic,Front,Premium,5.1,41522,Red / Black,"Cardiff, NSW",3,Hatchback,5,5,18777
Audi,2018,Q2,2018 Audi Q2 1.4 Tfsi Design,USED,Automatic,Front,Premium,5.3,38238,Yellow,"Rozelle, NSW",4,SUV,4,5,35800
Kia,2018,Sorento,2018 Kia Sorento SLI (4X4),USED,Automatic,AWD,Diesel,7.2,157465,White,"Granville, NSW",4,SUV,4,7,28950
BMW,2017,218I,2017 BMW 218I Active Tourer Sportine,USED,Automatic,Front,Premium,5.2,44286,White,"Rozelle, NSW",3,Hatchback,4,5,26800
Hyundai,2017,Tucson,2017 Hyundai Tucson Elite (awd),USED,Automatic,AWD,Diesel,6.8,116134,White,"Milperra, NSW",4,SUV,4,5,28880
Nissan,2007,Patrol,2007 Nissan Patrol ST-S (4X4),USED,Manual,4WD,Diesel,10.8,165374,Blue,"Penrith, NSW",4,SUV,4,7,32950
Hyundai,2020,I30,2020 Hyundai I30 GO,USED,Automatic,Front,Unleaded,7.4,40178,White / Grey,"Castle Hill, NSW",4,Hatchback,4,5,26300
Honda,2010,Accord,2010 Honda Accord Euro Euro,USED,Automatic,Front,Premium,8.9,191701,Red / Black  Cloth,"Granville, NSW",4,Sedan,4,5,10499
Mitsubishi,2019,ASX,2019 Mitsubishi ASX ES (2WD),USED,Automatic,Front,Unleaded,7.6,43534,White,"Campbelltown, NSW",4,SUV,4,5,25990
Nissan,2015,Qashqai,2015 Nissan Qashqai TI (4X2),USED,Automatic,Front,Unleaded,6.9,77936,White / Black,"Smeaton Grange, NSW",4,SUV,4,5,23990
Toyota,2015,Landcruiser,2015 Toyotaandcruiser Workmate (4X4),USED,Manual,4WD,Diesel,11.5,217658,White,"Cardiff, NSW",8,Ute / Tray,2,3,56913
