Year,UORN_D,UORN_N,UORN_U,FuelConsumption,Kilometres,CylindersinEngine,Price
2006,0.0,0.0,1.0,17.2,199571,6,10990
2014,0.0,0.0,1.0,8.4,200589,4,9999
2016,0.0,0.0,1.0,4.9,29220,4,24705
2008,0.0,0.0,1.0,8,125699,4,8990
2019,0.0,0.0,1.0,7.9,23126,4,34990
2009,0.0,0.0,1.0,,162341,,15990
2010,0.0,0.0,1.0,12.3,290000,6,13990
2018,0.0,0.0,1.0,,33304,,64705
2012,0.0,0.0,1.0,6.9,202100,4,14989
2008,0.0,0.0,1.0,8.8,104335,4,7995
1997,0.0,0.0,1.0,,145638,6,22880
2017,0.0,0.0,1.0,9.2,185244,5,23990
2023,0.0,1.0,0.0,7.1,15,4,24690
2015,0.0,0.0,1.0,6,110250,4,32800
2015,0.0,0.0,1.0,7.7,42153,4,23888
2018,0.0,0.0,1.0,8.5,75113,4,38888
2018,0.0,0.0,1.0,7.4,82292,4,23990
2018,0.0,0.0,1.0,7.3,51770,4,33999
2019,0.0,0.0,1.0,4.9,28550,3,21888
2011,0.0,0.0,1.0,,241240,,15800
2017,0.0,0.0,1.0,6.1,94546,4,28999
2005,0.0,0.0,1.0,11,303119,4,9990
2019,0.0,0.0,1.0,8.8,112808,6,61950
2007,0.0,0.0,1.0,9.9,176886,4,11990
2018,0.0,0.0,1.0,8.1,183378,4,16999
2017,0.0,0.0,1.0,5.5,106946,4,15778
2022,0.0,0.0,1.0,6.7,1446,4,22705
2017,0.0,0.0,1.0,,58128,,41880
2008,0.0,0.0,1.0,10.8,248751,6,7995
2013,0.0,0.0,1.0,7.9,100970,4,17990
2020,0.0,0.0,1.0,7.9,34806,4,29900
1993,0.0,0.0,1.0,,92811,,21990
2019,0.0,0.0,1.0,7.2,57742,4,27878
2017,0.0,0.0,1.0,7.4,123425,4,19999
2012,0.0,0.0,1.0,6.7,144683,4,12990
2021,0.0,0.0,1.0,6.1,54303,4,40888
2014,0.0,0.0,1.0,6.5,143226,4,12999
2017,0.0,0.0,1.0,5.8,123952,4,27996
2019,0.0,0.0,1.0,7,22189,4,34990
2003,0.0,0.0,1.0,,127923,,21990
2015,0.0,0.0,1.0,9,118912,4,13995
2018,0.0,0.0,1.0,7.2,64720,4,39990
2015,0.0,0.0,1.0,10.1,98864,6,25999
2017,0.0,0.0,1.0,7.4,138450,4,21995
2012,0.0,0.0,1.0,8.7,111965,5,16888
2019,0.0,0.0,1.0,,29733,,55990
2010,0.0,0.0,1.0,10.1,246148,6,8995
2022,0.0,0.0,1.0,7.5,2734,4,41998
2017,0.0,0.0,1.0,7.7,47865,4,49800
2018,0.0,0.0,1.0,8.9,147886,6,31990
2018,0.0,0.0,1.0,12.8,61635,8,144888
2021,0.0,0.0,1.0,4.2,46395,4,30888
2022,0.0,0.0,1.0,4.2,9803,4,39999
2023,0.0,1.0,0.0,6.9,15,4,29690
2012,0.0,0.0,1.0,,227034,,7999
2017,0.0,0.0,1.0,7.5,109787,4,31990
2018,0.0,0.0,1.0,8.2,53362,4,33950
2019,0.0,0.0,1.0,7.4,57418,4,24995
2011,0.0,0.0,1.0,,130151,,25950
2017,0.0,0.0,1.0,7.4,33836,4,25995
2018,0.0,0.0,1.0,7.5,39067,4,38990
2015,0.0,0.0,1.0,7.9,66242,4,25999
2019,0.0,0.0,1.0,7,49181,4,44987
2015,0.0,0.0,1.0,10.4,52378,6,37800
2013,0.0,0.0,1.0,13.3,39200,8,172300
2013,0.0,0.0,1.0,8.4,119924,4,15999
2001,0.0,0.0,1.0,0,309774,4,16950
2016,0.0,0.0,1.0,6.7,109666,4,22990
2010,0.0,0.0,1.0,,207194,,10990
2019,0.0,0.0,1.0,7.5,83438,4,43990
2018,0.0,0.0,1.0,4.8,95573,4,16887
2009,0.0,0.0,1.0,,77547,,18000
2018,0.0,0.0,1.0,5.7,53343,4,24990
2016,0.0,0.0,1.0,6.6,265211,4,8990
2019,0.0,0.0,1.0,6.7,22132,4,43880
2021,0.0,0.0,1.0,7.6,13515,3,52999
2023,0.0,1.0,0.0,6.9,15,4,29690
2018,0.0,0.0,1.0,5.6,101393,4,24315
2018,0.0,0.0,1.0,8.3,104575,4,28990
2017,0.0,0.0,1.0,8.1,45318,4,31990
2017,0.0,0.0,1.0,7.4,6532,4,35888
2021,0.0,0.0,1.0,8.6,38308,4,29800
2011,0.0,0.0,1.0,8.1,184256,4,8995
2009,0.0,0.0,1.0,,24170,,17995
2015,0.0,0.0,1.0,7.1,88693,4,16990
2019,0.0,0.0,1.0,6,97327,4,32888
2019,0.0,0.0,1.0,,32326,,77990
2014,0.0,0.0,1.0,6.8,149912,4,13999
2018,0.0,0.0,1.0,12.7,26634,8,62990
2011,0.0,0.0,1.0,10.1,78369,6,25990
2010,0.0,0.0,1.0,9.5,203585,4,14950
2010,0.0,0.0,1.0,9.5,269626,4,12990
2019,0.0,0.0,1.0,8.6,30553,4,33705
2017,0.0,0.0,1.0,8.5,111382,4,41950
2011,0.0,0.0,1.0,6.8,148512,4,16999
2016,0.0,0.0,1.0,7.7,53520,4,25990
2015,0.0,0.0,1.0,7.7,100966,4,33990
2015,0.0,0.0,1.0,13.6,57096,8,49980
2017,0.0,0.0,1.0,7.4,131757,4,16444
2018,0.0,0.0,1.0,7.7,138172,4,28990
2014,0.0,0.0,1.0,11.6,140082,4,25995
2013,0.0,0.0,1.0,6.4,124470,6,21984
2021,0.0,0.0,1.0,8.6,36516,4,29990
2017,0.0,0.0,1.0,,91667,,22990
2009,0.0,0.0,1.0,9.3,100500,6,22999
2019,0.0,0.0,1.0,0,41067,0,39990
2015,0.0,0.0,1.0,,92513,,32900
2018,0.0,0.0,1.0,5.4,90724,3,19999
2009,0.0,0.0,1.0,6.8,139289,4,11390
2010,0.0,0.0,1.0,7.7,104900,4,15995
2014,0.0,0.0,1.0,9.3,253555,4,18990
2010,0.0,0.0,1.0,,120762,,17990
2012,0.0,0.0,1.0,10.4,138199,4,23995
2023,0.0,1.0,0.0,7.3,15,3,33690
2015,0.0,0.0,1.0,6.7,72927,4,16984
2014,0.0,0.0,1.0,,123500,,23990
2015,0.0,0.0,1.0,5.1,158831,4,21950
2014,0.0,0.0,1.0,,67041,,69990
2019,0.0,0.0,1.0,7.4,108541,4,22990
2016,0.0,0.0,1.0,5.8,31620,4,45555
2016,0.0,0.0,1.0,8.3,88961,5,38990
2012,0.0,0.0,1.0,5.7,133884,4,14900
2019,0.0,0.0,1.0,8.1,42159,4,68888
2021,0.0,0.0,1.0,7.5,28785,4,54800
2016,0.0,0.0,1.0,6.3,73318,4,19990
2017,0.0,0.0,1.0,7,82951,4,26790
2017,0.0,0.0,1.0,7.2,136530,8,72880
2015,0.0,0.0,1.0,6.9,204361,4,14880
2016,0.0,0.0,1.0,8.3,99978,6,69888
2014,0.0,0.0,1.0,7.4,65108,4,12995
2018,0.0,0.0,1.0,9.6,136480,6,47888
2007,0.0,0.0,1.0,10.9,285146,4,24990
2015,0.0,0.0,1.0,8.3,117407,4,19999
2016,0.0,0.0,1.0,9.2,130067,5,36950
2023,1.0,0.0,0.0,,1589,,189990
2014,0.0,0.0,1.0,8.5,151465,4,16990
2018,0.0,0.0,1.0,7.3,23363,4,29999
2022,0.0,0.0,1.0,,4015,,101990
2005,0.0,0.0,1.0,8.9,102673,4,8995
2016,0.0,0.0,1.0,,72000,,31888
2011,0.0,0.0,1.0,9.5,130596,4,11990
2013,0.0,0.0,1.0,5.4,108759,4,15990
2018,0.0,0.0,1.0,,87108,,21800
2021,0.0,0.0,1.0,10.2,36809,6,89800
2011,0.0,0.0,1.0,12.8,227125,6,14950
2004,0.0,0.0,1.0,16,170275,8,39990
2014,0.0,0.0,1.0,8,188166,4,23900
2012,0.0,0.0,1.0,9.9,221757,4,16990
2018,0.0,0.0,1.0,7.6,68037,4,22999
2007,0.0,0.0,1.0,9.9,151117,6,9949
2011,0.0,0.0,1.0,7.4,160428,4,13990
2015,0.0,0.0,1.0,8,137631,4,19990
2021,0.0,0.0,1.0,6,44220,4,35888
2018,0.0,0.0,1.0,7.9,75056,4,25776
2004,0.0,0.0,1.0,0,415913,4,16999
2020,0.0,0.0,1.0,9.6,88350,4,33888
2020,0.0,0.0,1.0,7.2,46341,4,27990
2012,0.0,0.0,1.0,7.7,145934,4,13999
2012,0.0,0.0,1.0,6.9,119281,4,15990
2018,0.0,0.0,1.0,6.9,51344,4,30990
2021,0.0,0.0,1.0,4.2,37892,4,34990
2015,0.0,0.0,1.0,8.8,222947,4,21950
2005,0.0,0.0,1.0,,20631,,19900
2013,0.0,0.0,1.0,6.9,291063,4,7950
2017,0.0,0.0,1.0,,65128,,23990
2005,0.0,0.0,1.0,13.2,181169,6,25888
2023,0.0,0.0,1.0,,79,,121990
2018,0.0,0.0,1.0,8.2,173010,4,29987
2002,0.0,0.0,1.0,9,273640,4,6999
2022,0.0,0.0,1.0,,5043,,81888
2017,0.0,0.0,1.0,6.6,71241,4,14990
2004,0.0,0.0,1.0,15.1,284604,4,11880
2022,0.0,0.0,1.0,8.1,1228,4,58990
2017,0.0,0.0,1.0,8.7,98801,4,15990
2010,0.0,0.0,1.0,6.1,173586,4,8995
2014,0.0,0.0,1.0,6.8,194510,4,10999
2015,0.0,0.0,1.0,5.4,65001,4,23880
2008,0.0,0.0,1.0,,60712,,23900
2018,0.0,0.0,1.0,7.3,87601,4,29888
2015,0.0,0.0,1.0,8.5,174143,4,26990
2010,0.0,0.0,1.0,9.2,263446,4,18999
2023,0.0,1.0,0.0,7.3,15,3,35690
2009,0.0,0.0,1.0,,279540,,25900
2019,0.0,0.0,1.0,6.1,79995,4,41800
2013,0.0,0.0,1.0,,45602,,37999
2016,0.0,0.0,1.0,9.1,77404,4,17800
2017,0.0,0.0,1.0,5.3,37578,4,35880
2023,0.0,1.0,0.0,7.3,15,3,35690
2019,0.0,0.0,1.0,8.7,208293,5,36950
2013,0.0,0.0,1.0,6.6,169051,4,16990
2004,0.0,0.0,1.0,11,182067,6,7995
2013,0.0,0.0,1.0,3.9,83574,2,17990
2012,0.0,0.0,1.0,5.8,53447,4,17880
2015,0.0,0.0,1.0,13.6,61809,8,63800
2014,0.0,0.0,1.0,6.1,83803,4,34990
2020,0.0,0.0,1.0,7.3,31601,4,40888
2012,0.0,0.0,1.0,8.8,102233,4,18888
2007,0.0,0.0,1.0,9.3,210012,4,6990
2020,0.0,0.0,1.0,5,34339,3,30787
2014,0.0,0.0,1.0,11.6,189331,4,24995
2018,0.0,0.0,1.0,5,65068,4,31800
2010,0.0,0.0,1.0,,205785,,14990
2011,0.0,0.0,1.0,9.9,227000,6,9850
2018,0.0,0.0,1.0,5.7,125167,6,63888
2016,0.0,0.0,1.0,7.9,105101,4,20888
2021,0.0,0.0,1.0,6.2,54176,4,29888
2019,0.0,0.0,1.0,7.2,53570,6,86888
2017,0.0,0.0,1.0,6,81697,6,46800
2009,0.0,0.0,1.0,7.5,182250,4,7995
2013,0.0,0.0,1.0,7.4,154887,4,9995
2015,0.0,0.0,1.0,7.7,65604,4,27990
2013,0.0,0.0,1.0,,93079,,20900
2019,0.0,0.0,1.0,6,76625,4,27888
2010,0.0,0.0,1.0,4.6,149991,4,10990
2012,0.0,0.0,1.0,14.8,115631,8,89990
2019,0.0,0.0,1.0,5.1,56016,4,39880
2016,0.0,0.0,1.0,8.1,243000,4,24900
2018,0.0,0.0,1.0,11.7,103218,4,24800
2006,0.0,0.0,1.0,9.7,155068,4,7950
2018,0.0,0.0,1.0,8.3,102587,4,26990
2018,0.0,0.0,1.0,,6346,,398880
2008,0.0,0.0,1.0,,224987,,20500
2006,0.0,0.0,1.0,16.4,233001,8,28990
2015,0.0,0.0,1.0,6.6,78403,4,34800
2013,0.0,0.0,1.0,6.3,89432,4,15950
2017,0.0,0.0,1.0,8.9,45963,6,68800
2014,0.0,0.0,1.0,6.9,82748,4,19990
2007,0.0,0.0,1.0,,67414,,39900
2018,0.0,0.0,1.0,4.2,67878,4,31995
2016,0.0,0.0,1.0,4.8,77925,4,15420
2019,0.0,0.0,1.0,6,62698,4,31990
2013,0.0,0.0,1.0,,115050,,10995
2019,0.0,0.0,1.0,10.7,58422,8,97880
2012,0.0,0.0,1.0,,107350,,19995
2007,0.0,0.0,1.0,8.6,240936,4,5499
2015,0.0,0.0,1.0,8.8,56651,4,21990
2017,0.0,0.0,1.0,,52320,,49900
2016,0.0,0.0,1.0,7.3,53878,4,41990
2019,0.0,0.0,1.0,7.3,66853,4,30888
2020,0.0,0.0,1.0,10.2,57800,6,54800
2015,0.0,0.0,1.0,7.2,129961,6,25999
2021,0.0,0.0,1.0,,6643,,29880
2017,0.0,0.0,1.0,5.3,124286,4,14990
2020,0.0,0.0,1.0,8.6,70500,4,26995
2020,0.0,0.0,1.0,6.6,15320,4,39990
2019,0.0,0.0,1.0,10.2,29189,6,50990
2017,0.0,0.0,1.0,8.7,122100,4,39990
2014,0.0,0.0,1.0,9,177244,4,24950
2023,0.0,0.0,1.0,7.8,698,4,56483
2021,0.0,0.0,1.0,9.6,69476,6,64888
2009,0.0,0.0,1.0,5.6,266859,4,7888
2014,0.0,0.0,1.0,7.9,267823,4,10999
2010,0.0,0.0,1.0,7.5,198474,4,15950
2016,0.0,0.0,1.0,9,198000,5,35999
2018,0.0,0.0,1.0,8.5,54276,4,34990
2020,0.0,0.0,1.0,4.2,42000,4,39888
2016,0.0,0.0,1.0,8.9,98634,5,36990
2008,0.0,0.0,1.0,13.7,167642,8,24950
2017,0.0,0.0,1.0,6.5,59479,4,21990
2019,0.0,0.0,1.0,8.5,117345,4,47888
2017,0.0,0.0,1.0,7.2,99851,4,32888
2017,0.0,0.0,1.0,8.4,130420,4,29999
2014,0.0,0.0,1.0,8.2,152443,4,16290
2015,0.0,0.0,1.0,7.6,179131,4,40990
2019,0.0,0.0,1.0,7,27936,4,47990
2011,0.0,0.0,1.0,8.9,306461,5,16880
2019,0.0,0.0,1.0,8.3,58147,4,23990
2014,0.0,0.0,1.0,6.3,57654,4,28800
2016,0.0,0.0,1.0,10.2,39653,6,36999
2019,0.0,0.0,1.0,6.4,55121,4,33888
2022,0.0,0.0,1.0,5.3,4272,3,33990
2013,0.0,0.0,1.0,,123889,,26995
2023,0.0,1.0,0.0,6.9,15,4,28990
2015,0.0,0.0,1.0,6,105908,4,30990
2014,0.0,0.0,1.0,6.6,157501,4,16990
2022,0.0,0.0,1.0,8.1,9129,4,32888
2019,0.0,0.0,1.0,4.7,189119,4,33480
2015,0.0,0.0,1.0,8.5,121605,5,38995
2021,0.0,0.0,1.0,7.6,42773,4,28888
2019,0.0,0.0,1.0,6.5,77123,4,37995
2014,0.0,0.0,1.0,12.6,165215,4,35990
2014,0.0,0.0,1.0,7.3,158593,4,22990
2015,0.0,0.0,1.0,,174143,,21888
2010,0.0,0.0,1.0,7.8,199167,4,7950
2023,0.0,0.0,1.0,,689,,120990
2019,0.0,0.0,1.0,7.4,58323,4,52800
2021,0.0,0.0,1.0,7.9,34126,4,89880
2019,0.0,0.0,1.0,6.2,61817,4,32447
2020,0.0,0.0,1.0,7.4,54995,4,24888
2015,0.0,0.0,1.0,8.5,95217,4,24990
2016,0.0,0.0,1.0,7.4,71420,4,14990
2015,0.0,0.0,1.0,5.2,158742,4,27900
2018,0.0,0.0,1.0,7.4,91244,4,33990
2020,0.0,0.0,1.0,8.2,67372,4,54990
2011,0.0,0.0,1.0,7.4,107000,4,12999
2011,0.0,0.0,1.0,8.9,133385,4,12990
2017,0.0,0.0,1.0,8.9,81714,5,31987
2015,0.0,0.0,1.0,,105370,,29990
2023,0.0,1.0,0.0,7.3,15,3,35690
2022,0.0,0.0,1.0,8.2,7492,4,55667
2005,0.0,0.0,1.0,,225136,,5995
2016,0.0,0.0,1.0,5.8,90801,6,44800
2013,0.0,0.0,1.0,,146598,,25888
2011,0.0,0.0,1.0,5.9,87092,4,16800
2021,0.0,0.0,1.0,7.6,20816,4,79800
2015,0.0,0.0,1.0,8.2,37448,4,42990
2010,0.0,0.0,1.0,,102324,,21999
2019,0.0,0.0,1.0,5.6,18786,4,64990
2013,0.0,0.0,1.0,6.8,79263,4,32800
2019,0.0,0.0,1.0,4.8,16222,4,20800
2007,0.0,0.0,1.0,8.1,147681,4,12990
2018,0.0,0.0,1.0,7,134158,4,24950
2011,0.0,0.0,1.0,11.2,197212,4,14990
2023,1.0,0.0,0.0,9.5,228,4,51585
2013,0.0,0.0,1.0,5.5,155446,4,10995
2014,0.0,0.0,1.0,9.5,206993,4,6880
2010,0.0,0.0,1.0,8.1,214466,4,12990
2012,0.0,0.0,1.0,8,213169,4,26900
2022,0.0,0.0,1.0,9.3,1256,4,44288
2006,0.0,0.0,1.0,10,220156,4,14880
2021,0.0,0.0,1.0,8.5,23773,4,28980
2019,0.0,0.0,1.0,9.1,62773,6,81888
1999,0.0,0.0,1.0,0,394167,6,22999
2012,0.0,0.0,1.0,8.9,283047,4,24995
2017,0.0,0.0,1.0,5.5,61612,6,54880
2016,0.0,0.0,1.0,,172272,,30900
2007,0.0,0.0,1.0,10.3,209970,6,15990
2015,0.0,0.0,1.0,9.1,104003,4,35888
2012,0.0,0.0,1.0,8.7,107036,4,30990
2015,0.0,0.0,1.0,,112200,,17999
2012,0.0,0.0,1.0,9.5,226455,4,19995
2019,0.0,0.0,1.0,8.1,71997,4,64990
2003,0.0,0.0,1.0,13.8,336271,6,13990
2011,0.0,0.0,1.0,11.5,148451,6,9800
2021,0.0,0.0,1.0,11.7,38146,8,149888
2018,0.0,0.0,1.0,7.8,73048,4,43990
2022,0.0,0.0,1.0,7.9,11647,4,116837
2011,0.0,0.0,1.0,11.5,92715,6,22945
2017,0.0,0.0,1.0,8.5,118937,4,29999
2021,0.0,0.0,1.0,7.6,48932,4,27990
2014,0.0,0.0,1.0,5.8,148421,4,14880
2014,0.0,0.0,1.0,6.3,116603,4,19880
2023,1.0,0.0,0.0,5.8,2100,4,51288
2023,1.0,0.0,0.0,5.9,1589,3,66900
2006,0.0,0.0,1.0,13,283736,6,10950
2011,0.0,0.0,1.0,,254784,,17800
2015,0.0,0.0,1.0,6.6,94701,4,22776
2005,0.0,0.0,1.0,11.6,415181,4,10995
2005,0.0,0.0,1.0,6.7,220905,4,6990
2018,0.0,0.0,1.0,6.7,76436,4,28990
2013,0.0,0.0,1.0,9,137282,4,22990
2020,0.0,0.0,1.0,10.3,25107,8,158880
2005,0.0,0.0,1.0,,284510,,13995
2016,0.0,0.0,1.0,9,98030,4,29999
2013,0.0,0.0,1.0,8.8,93662,4,16999
2020,0.0,0.0,1.0,5.8,20747,4,49900
2014,0.0,0.0,1.0,8.2,274000,4,10999
2015,0.0,0.0,1.0,6,75416,6,53888
2013,0.0,0.0,1.0,9.2,282575,5,19990
2018,0.0,0.0,1.0,12.2,91411,8,88800
2023,0.0,0.0,1.0,7.9,1000,4,109990
2018,0.0,0.0,1.0,5.8,77871,4,19880
2009,0.0,0.0,1.0,,185043,,25900
2012,0.0,0.0,1.0,6.6,90730,4,12995
2013,0.0,0.0,1.0,6.8,51735,4,14990
2020,0.0,0.0,1.0,,81948,,99888
2009,0.0,0.0,1.0,,129025,,17900
2016,0.0,0.0,1.0,7.4,137479,4,25990
2015,0.0,0.0,1.0,6.1,53815,4,22880
2017,0.0,0.0,1.0,8.1,273970,4,23500
2006,0.0,0.0,1.0,12.1,334566,6,19990
2018,0.0,0.0,1.0,10.5,103102,6,27999
2016,0.0,0.0,1.0,7.3,90865,6,59800
2020,0.0,0.0,1.0,7.4,40488,4,24000
2019,0.0,0.0,1.0,4.2,99437,4,34900
2014,0.0,0.0,1.0,8.1,172770,4,11999
2021,0.0,0.0,1.0,7.2,78735,4,22990
2011,0.0,0.0,1.0,,108788,,17990
2023,0.0,1.0,0.0,6.3,7,4,42288
2020,0.0,0.0,1.0,7.5,46220,4,40898
2016,0.0,0.0,1.0,,96011,,28888
2011,0.0,0.0,1.0,6.1,144914,4,8995
2020,0.0,0.0,1.0,7.4,55914,4,23980
2018,0.0,0.0,1.0,7.4,34001,4,23990
2019,0.0,0.0,1.0,,35742,,86990
2009,0.0,0.0,1.0,,192272,,10950
2018,0.0,0.0,1.0,,35802,,91888
2014,0.0,0.0,1.0,,108285,,26888
2003,0.0,0.0,1.0,0,332861,4,16880
2018,0.0,0.0,1.0,6.7,66409,4,49800
2017,0.0,0.0,1.0,6.7,91084,4,36800
2019,0.0,0.0,1.0,0,39136,0,159888
2023,1.0,0.0,0.0,5.4,1501,3,37990
2012,0.0,0.0,1.0,7.4,120732,4,9950
2010,0.0,0.0,1.0,,237951,,13990
2003,0.0,0.0,1.0,10,115910,6,5888
2017,0.0,0.0,1.0,5.9,16409,4,28888
2014,0.0,0.0,1.0,4.5,114236,4,14990
2008,0.0,0.0,1.0,,50074,,24900
2017,0.0,0.0,1.0,0,126860,0,79800
2016,0.0,0.0,1.0,,213752,,34888
2021,0.0,0.0,1.0,5.4,20000,3,32480
2013,0.0,0.0,1.0,7.4,105378,4,22990
2017,0.0,0.0,1.0,11.8,59982,8,109999
2016,0.0,0.0,1.0,7.4,92565,4,13990
2015,0.0,0.0,1.0,7.4,64280,4,20990
2019,0.0,0.0,1.0,7.6,21955,4,24990
2011,0.0,0.0,1.0,8.9,141895,6,11990
2019,0.0,0.0,1.0,4.2,29027,4,37990
2017,0.0,0.0,1.0,5.9,58183,4,28990
2019,0.0,0.0,1.0,8.1,97650,4,39280
2017,0.0,0.0,1.0,6.5,102581,4,16999
2012,0.0,0.0,1.0,9.2,278697,4,16999
2012,0.0,0.0,1.0,8.5,199409,4,10995
2015,0.0,0.0,1.0,7.6,65398,4,19990
2018,0.0,0.0,1.0,8.2,49254,6,85880
2015,0.0,0.0,1.0,6.4,39500,4,20990
2018,0.0,0.0,1.0,8.3,85437,4,21990
2019,0.0,0.0,1.0,9.6,73203,4,27990
2018,0.0,0.0,1.0,6.6,75640,4,39990
2010,0.0,0.0,1.0,6.5,73262,4,10999
2021,0.0,0.0,1.0,8.5,16239,4,66888
2013,0.0,0.0,1.0,,104000,,19888
2017,0.0,0.0,1.0,7.4,133331,4,17995
2017,0.0,0.0,1.0,7.9,82863,4,23990
2015,0.0,0.0,1.0,7,52269,4,22880
2012,0.0,0.0,1.0,7.6,194010,4,9999
2020,0.0,0.0,1.0,9.6,17000,6,99900
2017,0.0,0.0,1.0,4.4,95522,4,29800
2009,0.0,0.0,1.0,12.2,228422,6,13990
2019,0.0,0.0,1.0,7,19187,4,61990
2014,0.0,0.0,1.0,7.5,181450,4,14880
2007,0.0,0.0,1.0,8.5,302602,4,18999
2017,0.0,0.0,1.0,4.7,43542,4,21000
2015,0.0,0.0,1.0,6.9,93593,5,28800
2016,0.0,0.0,1.0,6,79610,6,39800
2022,0.0,0.0,1.0,6.7,683,4,20480
2018,0.0,0.0,1.0,7.3,136562,4,27950
2017,0.0,0.0,1.0,6.4,133096,4,23990
2020,0.0,0.0,1.0,8.3,22948,4,66880
2017,0.0,0.0,1.0,10.4,52472,4,51999
2016,0.0,0.0,1.0,8.8,211119,4,18990
2023,1.0,0.0,0.0,6.5,1569,4,86980
2011,0.0,0.0,1.0,7.6,179868,4,5995
2016,0.0,0.0,1.0,11.3,117876,6,58800
2012,0.0,0.0,1.0,6.7,103483,4,15999
2013,0.0,0.0,1.0,6.4,172961,4,15880
2023,1.0,0.0,0.0,6.5,1598,4,86990
2018,0.0,0.0,1.0,9.1,81645,4,37888
2018,0.0,0.0,1.0,5.9,51350,4,39990
2019,0.0,0.0,1.0,8.3,137004,4,21950
2015,0.0,0.0,1.0,,124295,,23888
2017,0.0,0.0,1.0,4.1,68900,4,27990
2017,0.0,0.0,1.0,9.2,88540,5,39888
2013,0.0,0.0,1.0,5.6,175040,4,17999
2017,0.0,0.0,1.0,10.2,66586,6,42880
2020,0.0,0.0,1.0,,63665,,15888
2016,0.0,0.0,1.0,,179062,,32950
2021,0.0,0.0,1.0,6,34078,4,30990
2017,0.0,0.0,1.0,,94656,,29999
2016,0.0,0.0,1.0,6.4,52723,4,26990
2005,0.0,0.0,1.0,8.6,333632,4,2995
2011,0.0,0.0,1.0,,149108,,16990
2018,0.0,0.0,1.0,5.9,102671,6,44900
2021,0.0,0.0,1.0,5.4,22856,3,32480
2012,0.0,0.0,1.0,8.5,181595,4,9800
2012,0.0,0.0,1.0,11.1,130985,8,39888
2023,0.0,1.0,0.0,,15,,66250
2015,0.0,0.0,1.0,5.1,49060,4,14990
2006,0.0,0.0,1.0,,93615,,16990
2021,0.0,0.0,1.0,4.8,28438,4,52990
2015,0.0,0.0,1.0,10.4,75222,4,41880
2016,0.0,0.0,1.0,6.2,64136,4,17990
2009,0.0,0.0,1.0,9.9,116598,6,13990
2019,0.0,0.0,1.0,6.9,73104,4,29990
2009,0.0,0.0,1.0,7.5,135001,4,9990
2018,0.0,0.0,1.0,8.6,134033,4,21995
2008,0.0,0.0,1.0,8.2,100996,4,7990
2015,0.0,0.0,1.0,8.8,228294,5,28990
2019,0.0,0.0,1.0,8.5,131000,4,47999
2006,0.0,0.0,1.0,,157930,,15900
2016,0.0,0.0,1.0,4.7,77323,4,37950
2016,0.0,0.0,1.0,7.5,96739,4,27990
2016,0.0,0.0,1.0,7.1,140267,4,15500
2011,0.0,0.0,1.0,10.1,144056,6,16990
2017,0.0,0.0,1.0,7.3,219047,4,18999
2017,0.0,0.0,1.0,6.2,92657,4,28800
2007,0.0,0.0,1.0,12.4,236527,6,13990
2012,0.0,0.0,1.0,,120738,,18900
2005,0.0,0.0,1.0,9.8,208899,4,5600
2019,0.0,0.0,1.0,7.4,52043,4,23990
2021,0.0,0.0,1.0,8,41970,4,57888
2013,0.0,0.0,1.0,7.5,160511,4,16880
2014,0.0,0.0,1.0,7.4,232847,4,7995
2011,0.0,0.0,1.0,7.7,248874,4,10990
2015,0.0,0.0,1.0,8.5,84077,4,18980
2018,0.0,0.0,1.0,,85037,,32999
2019,0.0,0.0,1.0,7.4,54781,4,23990
2005,0.0,0.0,1.0,7.5,194526,4,9983
2017,0.0,0.0,1.0,9,159367,4,39990
2020,0.0,0.0,1.0,7.3,60411,4,28777
2014,0.0,0.0,1.0,6.4,137640,4,17888
2008,0.0,0.0,1.0,12.2,120725,6,13990
2020,0.0,0.0,1.0,6.2,41599,4,21990
2018,0.0,0.0,1.0,7.6,200513,4,23990
2002,0.0,0.0,1.0,10.5,212232,6,5995
2009,0.0,0.0,1.0,11.7,173427,6,14490
2016,0.0,0.0,1.0,6.3,116052,4,16950
2016,0.0,0.0,1.0,8.7,171237,4,32990
2023,1.0,0.0,0.0,0,15,0,45550
2022,0.0,0.0,1.0,,5,,79877
2019,0.0,0.0,1.0,7.8,58807,4,29990
2012,0.0,0.0,1.0,8.5,248457,4,12950
2017,0.0,0.0,1.0,8.8,190896,5,27990
2018,0.0,0.0,1.0,8.9,128056,6,21995
2014,0.0,0.0,1.0,6,172125,4,29990
2015,0.0,0.0,1.0,6.1,36705,4,26950
2017,0.0,0.0,1.0,,171059,,29990
2015,0.0,0.0,1.0,8.7,140572,6,49800
2012,0.0,0.0,1.0,9,259677,4,22999
2012,0.0,0.0,1.0,6.1,101404,4,15999
2020,0.0,0.0,1.0,,38093,,59500
2018,0.0,0.0,1.0,8.4,115150,5,34990
2022,0.0,0.0,1.0,8.1,7565,4,58480
2013,0.0,0.0,1.0,,146861,,19900
2015,0.0,0.0,1.0,6.3,215325,4,13995
2014,0.0,0.0,1.0,5.8,136311,4,12995
2018,0.0,0.0,1.0,8.9,85687,5,33990
2018,0.0,0.0,1.0,5.8,26001,4,24990
2015,0.0,0.0,1.0,6.4,49520,4,21999
2018,0.0,0.0,1.0,10.9,120969,4,23999
2008,0.0,0.0,1.0,9.5,318754,4,7999
